ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_RTN	HET_A_RTN	HET_A_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data				label_dir_RTN		linear		position&gt;direction											HET_A_RTN						
ASTRO	CDF_CHAR	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	label_dir_RTN	label_dir_RTN	Label Direction RTN									A1	label dir RTN	metadata																			label_dir_RTN						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_R17_SECT_RTN	HET_A_R17_SECT_RTN	HET_A_R17_SECT_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data			HET_R17_SECTORS	HET_R17_SECTORS_LABL		linear		position&gt;direction			label_dir_RTN								HET_A_R17_SECT_RTN						
ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_HCI	HET_B_HCI	HET_B_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data				label_dir_HCI		linear		position&gt;direction											HET_B_HCI						
ASTRO	CDF_CHAR	5	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates300	label_dir_HCI	label_dir_HCI	Label Direction HCI									A5	label dir HCI	metadata																			label_dir_HCI						
ASTRO	CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	A_NetoSi_SECT_Rate	A_NetoSi_SECT_Rate	NetoSi sectored count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	NetoSi rate A	data	spectrogram		NetoSi_SECT_ENERGY	NetoSi_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	HET_R17_SECTORS		HET_R17_SECTORS_LABL								A_NetoSi_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HCI_Lon	HCI_Lon	Spacecraft Position, Longitude at timestamp HCI	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HCI_Lon						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_Lat	HGC_Lat	Spacecraft Position, Latitude at timestamp HGC	Spacecraft position, latitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	-180.0	180.0	-180.0	180.0	-1.0e+31	Epoch	F6.1	Pos_latitude	support_data						linear		position&gt;latitude											HGC_Lat						
ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_HCI	HET_A_HCI	HET_A_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data				label_dir_HCI		linear		position&gt;direction											HET_A_HCI						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_R	HGC_R	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch	F5.3	Pos_R	support_data						linear		position&gt;radial											HGC_R	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HGC_Lon	HGC_Lon	Spacecraft Position, Longitude at timestamp HGC	Spacecraft position, longitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	0.0	360.0	0.0	360.0	-1.0e+31	Epoch	F5.1	Pos_longitude	support_data						linear		position&gt;latitude											HGC_Lon						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_RTN	HET_B_R17_SECT_RTN	HET_B_R17_SECT_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data			HET_R17_SECTORS	HET_R17_SECTORS_LABL		linear		position&gt;direction			label_dir_RTN								HET_B_R17_SECT_RTN						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HCI_Lat	HCI_Lat	Spacecraft Position, Latitude at timestamp HCI	Spacecraft position, latitude at timestamp. See Franz and Harper, PSS, 2002.	&#176;	-180.0	180.0	-180.0	180.0	-1.0e+31	Epoch	F6.1	Pos_latitude	support_data						linear		position&gt;latitude											HCI_Lat						
ASTRO	CDF_FLOAT	1	2:[2,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	A_CNO_SECT_Rate	A_CNO_SECT_Rate	CNO sectored count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	CNO rate A	data	spectrogram		CNO_SECT_ENERGY	CNO_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	HET_R17_SECTORS		HET_R17_SECTORS_LABL								A_CNO_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	B_FeGroup_SECT_Rate	B_FeGroup_SECT_Rate	FeGroup sectored count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	FeGroup rate B	data	spectrogram		FeGroup_SECT_ENERGY	FeGroup_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	HET_R17_SECTORS		HET_R17_SECTORS_LABL								B_FeGroup_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_R17_SECT_HCI	HET_B_R17_SECT_HCI	HET_B_R17_SECT_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data			HET_R17_SECTORS	HET_R17_SECTORS_LABL		linear		position&gt;direction			label_dir_HCI								HET_B_R17_SECT_HCI						
ASTRO	CDF_FLOAT	1	1:[3]	T/T	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_RTN	HET_B_RTN	HET_B_RTN	Flow direction (Unit Vector) for each direction bin. [R,T,N]		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [R,T,N]	support_data				label_dir_RTN		linear		position&gt;direction											HET_B_RTN						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HET_B_PA	HET_B_PA	HET_B_PA	Pitch Angle for each direction bin.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	Pitch	support_data						linear		position&gt;angle											HET_B_PA						
ASTRO	CDF_FLOAT	1	2:[25,3]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_R17_SECT_HCI	HET_A_R17_SECT_HCI	HET_A_R17_SECT_HCI	Flow direction (Unit Vector) for each direction bin. [x,y,z] HCI		-1.0	1.0	-1.0	1.0	-1.0e+31	Epoch	F6.3	Direction [x,y,z] HCI	support_data			HET_R17_SECTORS	HET_R17_SECTORS_LABL		linear		position&gt;direction			label_dir_HCI								HET_A_R17_SECT_HCI						
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates300	HET_A_PA	HET_A_PA	HET_A_PA	Pitch Angle for each direction bin.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	Pitch	support_data						linear		position&gt;angle											HET_A_PA						
ASTRO	cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	fieldnam	catdesc	var_notes	units	scalemin	scalemax	validmin	validmax	fillval	depend_0	format	lablaxis	var_type	display_type	coordinate_system	depend_1	labl_ptr_1	monoton	scaletyp	component_0	dict_key	depend_2	funct	labl_ptr_2	virtual	arr_dim	arr_index	chan_name	delta_minus_var	delta_plus_var	flux_ptr	mnemonic	si_conversion	species	time_base	time_scale	variable_purpose	v_parent
ASTRO	CDF_INT4	1	2:[3,16]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates3600	R5A_He_BIN	R5A_He_BIN	R5A He Rates			0	1000	0	16777215	-2147483648	Epoch	I8	R5A He BIN	support_data	spectrogram		R5_He_BIN_ENERGY	R5_He_BIN_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate	R5A_He_BIN_MASS_BIN		R5A_He_BIN_MASS_BIN_LABL								R5A_He_BIN						
ASTRO	CDF_TT2000	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates3600	Epoch	Epoch	Default time		ns	2017-01-01T00:00:00.000000000	2025-01-01T00:00:00.000000000	1990-01-01T00:00:00.000000000	2029-12-31T23:59:59.999999000	9999-12-31T23:59:59.999999999			Time	support_data					INCREASE	linear		time&gt;epoch								Epoch_DELTA	Epoch_DELTA		Epoch	1e-9&gt;seconds		J2000	TT		
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5_He_BIN_ENERGY	R5_He_BIN_ENERGY	Energy Bins for R5 He BIN	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R5_He_BIN_ENERGY_DELTAMINUS	R5_He_BIN_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5_He_BIN_ENERGY_LABL	R5_He_BIN_ENERGY_LABL	R5 He Bin									A18		metadata																									
ASTRO	CDF_INT1	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5A_He_BIN_MASS_BIN	R5A_He_BIN_MASS_BIN	R5A_He_BIN_MASS_BIN		segment			0	99			I2	R5A_He_BIN_MASS_BIN	support_data																									
ASTRO	CDF_CHAR	11	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5A_He_BIN_MASS_BIN_LABL	R5A_He_BIN_MASS_BIN_LABL	R5A He Rates Mass bin number for use in histograms									A11		metadata																									
ASTRO	CDF_INT8	1	0:[]	F/	OOOOO	psp_isois-epihi_l2-het-rates3600	Epoch_DELTA	Epoch_DELTA	Epoch_DELTA	One half integration time in nanoseconds. Used for DELTA in Epoch.	ns	0	86000000000000	0	86000000000000	-9223372036854775808		I14	Epoch DELTA	support_data	time_series					linear		time											Epoch_DELTA	1E-9&gt;seconds					
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5_He_BIN_ENERGY_DELTAMINUS	R5_He_BIN_ENERGY_DELTAMINUS	Minus values for Energy Bins for R5 He BIN	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[3]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R5_He_BIN_ENERGY_DELTAPLUS	R5_He_BIN_ENERGY_DELTAPLUS	Plus values for Energy Bins for R5 He BIN	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_INT4	1	2:[4,8]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates3600	R3B_Ne_BIN	R3B_Ne_BIN	R3B Ne Rates			0	1000	0	16777215	-2147483648	Epoch	I8	R3B Ne BIN	support_data	spectrogram		R3_Ne_BIN_ENERGY	R3_Ne_BIN_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate	R3B_Ne_BIN_MASS_BIN		R3B_Ne_BIN_MASS_BIN_LABL								R3B_Ne_BIN						
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3_Ne_BIN_ENERGY	R3_Ne_BIN_ENERGY	Energy Bins for R3 Ne BIN	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R3_Ne_BIN_ENERGY_DELTAMINUS	R3_Ne_BIN_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3_Ne_BIN_ENERGY_LABL	R3_Ne_BIN_ENERGY_LABL	R3 Ne Bin									A18		metadata																									
ASTRO	CDF_INT1	1	1:[8]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3B_Ne_BIN_MASS_BIN	R3B_Ne_BIN_MASS_BIN	R3B_Ne_BIN_MASS_BIN		segment			0	99			I2	R3B_Ne_BIN_MASS_BIN	support_data																									
ASTRO	CDF_CHAR	11	1:[8]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3B_Ne_BIN_MASS_BIN_LABL	R3B_Ne_BIN_MASS_BIN_LABL	R3B Ne Rates Mass bin number for use in histograms									A11		metadata																									
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3_Ne_BIN_ENERGY_DELTAMINUS	R3_Ne_BIN_ENERGY_DELTAMINUS	Minus values for Energy Bins for R3 Ne BIN	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R3_Ne_BIN_ENERGY_DELTAPLUS	R3_Ne_BIN_ENERGY_DELTAPLUS	Plus values for Energy Bins for R3 Ne BIN	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[16]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	B_He_Rate	B_He_Rate	He count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	He rate B	support_data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_He&gt;rate						
ASTRO	CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	He_ENERGY	He_ENERGY	Energy Bins for He		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				He_ENERGY_LABL		log										He_ENERGY_DELTAMINUS	He_ENERGY_DELTAPLUS		He_ENERGY						
ASTRO	CDF_CHAR	14	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	He_ENERGY_LABL	He_ENERGY_LABL	He									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	He_ENERGY_DELTAMINUS	He_ENERGY_DELTAMINUS	Minus values for Energy Bins for He	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	He_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	He_ENERGY_DELTAPLUS	He_ENERGY_DELTAPLUS	Plus values for Energy Bins for He	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	He_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[25]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	HET_B_R17_SECT_PA	HET_B_R17_SECT_PA	HET_B_R17_SECT_PA	Pitch Angle for each direction bin.	&#176;	0.0	180.0	0.0	180.0	-1.0e+31	Epoch	F5.1	Pitch	support_data			HET_R17_SECTORS	HET_R17_SECTORS_LABL		linear		position&gt;angle											HET_B_R17_SECT_PA						
ASTRO	CDF_INT1	1	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	HET_R17_SECTORS	HET_R17_SECTORS	HET_R17_SECTORS					0	99			I2	sector	support_data						linear																			
ASTRO	CDF_CHAR	9	1:[25]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	HET_R17_SECTORS_LABL	HET_R17_SECTORS_LABL	Sector labels									A9		metadata																									
ASTRO	CDF_FLOAT	1	1:[15]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	A_Si_Rate	A_Si_Rate	Si count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	Si rate A	support_data	spectrogram		Si_ENERGY	Si_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_Si&gt;rate						
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	Si_ENERGY	Si_ENERGY	Energy Bins for Si		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				Si_ENERGY_LABL		log										Si_ENERGY_DELTAMINUS	Si_ENERGY_DELTAPLUS		Si_ENERGY						
ASTRO	CDF_CHAR	14	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	Si_ENERGY_LABL	Si_ENERGY_LABL	Si									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	Si_ENERGY_DELTAMINUS	Si_ENERGY_DELTAMINUS	Minus values for Energy Bins for Si	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Si_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	Si_ENERGY_DELTAPLUS	Si_ENERGY_DELTAPLUS	Plus values for Energy Bins for Si	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Si_ENERGY_DELTAPLUS	support_data						log																			
ASTRO	CDF_FLOAT	1	0:[]	T/	OOOOO	psp_isois-epihi_l2-het-rates3600	HCI_R	HCI_R	Spacecraft Position, Radial Distance at timestamp	Spacecraft position, radial distance at timestamp. See Franz and Harper, PSS, 2002.	ua	0.04	1.03	0.04	1.03	-1.0e+31	Epoch	F5.3	Pos_R	support_data						linear		position&gt;radial											HCI_R	1.495978E11&gt;m					
ASTRO	CDF_FLOAT	1	2:[1,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates3600	A_FeGroup_SECT_Rate	A_FeGroup_SECT_Rate	FeGroup sectored count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	FeGroup rate A	support_data	spectrogram		FeGroup_SECT_ENERGY	FeGroup_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	HET_R17_SECTORS		HET_R17_SECTORS_LABL								A_FeGroup_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	FeGroup_SECT_ENERGY	FeGroup_SECT_ENERGY	Energy Bins for FeGroup SECT	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										FeGroup_SECT_ENERGY_DELTAMINUS	FeGroup_SECT_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	FeGroup_SECT_ENERGY_LABL	FeGroup_SECT_ENERGY_LABL	Fegroup Sect									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	FeGroup_SECT_ENERGY_DELTAMINUS	FeGroup_SECT_ENERGY_DELTAMINUS	Minus values for Energy Bins for FeGroup SECT	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[1]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	FeGroup_SECT_ENERGY_DELTAPLUS	FeGroup_SECT_ENERGY_DELTAPLUS	Plus values for Energy Bins for FeGroup SECT	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_INT4	1	2:[4,16]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates3600	R2A_He_BIN	R2A_He_BIN	R2A He Rates			0	1000	0	16777215	-2147483648	Epoch	I8	R2A He BIN	support_data	spectrogram		R2_He_BIN_ENERGY	R2_He_BIN_ENERGY_LABL		linear		particle_flux&gt;differential_directional_number_rate	R2A_He_BIN_MASS_BIN		R2A_He_BIN_MASS_BIN_LABL								R2A_He_BIN						
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2_He_BIN_ENERGY	R2_He_BIN_ENERGY	Energy Bins for R2 He BIN	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										R2_He_BIN_ENERGY_DELTAMINUS	R2_He_BIN_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2_He_BIN_ENERGY_LABL	R2_He_BIN_ENERGY_LABL	R2 He Bin									A18		metadata																									
ASTRO	CDF_INT1	1	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2A_He_BIN_MASS_BIN	R2A_He_BIN_MASS_BIN	R2A_He_BIN_MASS_BIN		segment			0	99			I2	R2A_He_BIN_MASS_BIN	support_data																									
ASTRO	CDF_CHAR	11	1:[16]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2A_He_BIN_MASS_BIN_LABL	R2A_He_BIN_MASS_BIN_LABL	R2A He Rates Mass bin number for use in histograms									A11		metadata																									
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2_He_BIN_ENERGY_DELTAMINUS	R2_He_BIN_ENERGY_DELTAMINUS	Minus values for Energy Bins for R2 He BIN	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[4]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	R2_He_BIN_ENERGY_DELTAPLUS	R2_He_BIN_ENERGY_DELTAPLUS	Plus values for Energy Bins for R2 He BIN	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[16]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	B_He_Flux	B_He_Flux	He flux side B		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He flux B	data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number								B_He_Uncertainty	B_He_Uncertainty		B_He&gt;flux					PRIMARY_VAR,SUMMARY	
ASTRO	CDF_FLOAT	1	1:[16]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	B_He_Uncertainty	B_He_Uncertainty	He uncertainty side B		cm!E-2!Nsr!E-1!Nsec!E-1!N(MeV/nuc)!E-1!N	0.0001	1000.0	0.0	1.0e+10	-1.0e+31	Epoch	F13.1	He uncertainty B	support_data	spectrogram		He_ENERGY	He_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											B_He&gt;uncertainty						
ASTRO	CDF_FLOAT	1	2:[2,25]	T/TT	OOOOO	psp_isois-epihi_l2-het-rates3600	B_CNO_SECT_Rate	B_CNO_SECT_Rate	CNO sectored count rate side B		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	CNO rate B	support_data	spectrogram		CNO_SECT_ENERGY	CNO_SECT_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate	HET_R17_SECTORS		HET_R17_SECTORS_LABL								B_CNO_SECT&gt;rate						
ASTRO	CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	CNO_SECT_ENERGY	CNO_SECT_ENERGY	Energy Bins for CNO SECT	Bin characteristic energy.	MeV/n			0.0	1000.0	-1.0		F6.1	Energy	support_data						log										CNO_SECT_ENERGY_DELTAMINUS	CNO_SECT_ENERGY_DELTAPLUS								
ASTRO	CDF_CHAR	18	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	CNO_SECT_ENERGY_LABL	CNO_SECT_ENERGY_LABL	Cno Sect									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	CNO_SECT_ENERGY_DELTAMINUS	CNO_SECT_ENERGY_DELTAMINUS	Minus values for Energy Bins for CNO SECT	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy lower extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[2]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	CNO_SECT_ENERGY_DELTAPLUS	CNO_SECT_ENERGY_DELTAPLUS	Plus values for Energy Bins for CNO SECT	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	Energy upper extent	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[15]	T/T	OOOOO	psp_isois-epihi_l2-het-rates3600	A_C_Rate	A_C_Rate	C count rate side A		counts s!E-1!N	0.0001	1000.0	0.0	2.0e+07	-1.0e+31	Epoch	F10.1	C rate A	support_data	spectrogram		C_ENERGY	C_ENERGY_LABL		log		particle_flux&gt;differential_directional_number_rate											A_C&gt;rate						
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	C_ENERGY	C_ENERGY	Energy Bins for C		MeV/n			0.0	1000.0	-1.0e+31		F6.1	Energy	support_data				C_ENERGY_LABL		log										C_ENERGY_DELTAMINUS	C_ENERGY_DELTAPLUS		C_ENERGY						
ASTRO	CDF_CHAR	14	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	C_ENERGY_LABL	C_ENERGY_LABL	C									A18		metadata																									
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	C_ENERGY_DELTAMINUS	C_ENERGY_DELTAMINUS	Minus values for Energy Bins for  C	[geometric mean] - [bin_bottom] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	C_ENERGY_DELTAMINUS	support_data						log																			
ASTRO	CDF_FLOAT	1	1:[15]	F/T	OOOOO	psp_isois-epihi_l2-het-rates3600	C_ENERGY_DELTAPLUS	C_ENERGY_DELTAPLUS	Plus values for Energy Bins for  C	[bin_top] - [geometric mean] of corresponding energy bin	MeV/n			0.0	1000.0	-1.0		F6.1	C_ENERGY_DELTAPLUS	support_data						log																			
